number,incident_state,active,made_sla,caller_id,opened_at,sys_updated_at,category,subcategory,impact,priority,assigned_to,knowledge,closed_code,resolved_by,resolved_at,closed_at
INC0000778,Resolved,TRUE,TRUE,Caller 4756,29-02-2016 13:36,04-03-2016 14:38,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 215,TRUE,code 6,Resolved by 196,04-03-2016 14:38,09-03-2016 15:00
INC0000780,Closed,FALSE,FALSE,Caller 4756,29-02-2016 13:36,09-03-2016 15:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 215,TRUE,code 6,Resolved by 196,04-03-2016 14:38,09-03-2016 15:00
INC0000785,New,TRUE,TRUE,Caller 5620,29-02-2016 13:50,29-02-2016 13:50,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 2,Resolved by 174,02-03-2016 01:03,07-03-2016 02:00
INC0000786,Resolved,TRUE,TRUE,Caller 5620,29-02-2016 13:50,02-03-2016 01:03,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 2,Resolved by 174,02-03-2016 01:03,07-03-2016 02:00
INC0000790,Closed,FALSE,TRUE,Caller 5620,29-02-2016 13:50,07-03-2016 02:00,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 2,Resolved by 174,02-03-2016 01:03,07-03-2016 02:00
INC0000791,New,TRUE,TRUE,Caller 5374,29-02-2016 13:50,29-02-2016 13:50,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 24,07-03-2016 19:57,24-03-2016 18:40
INC0000792,Active,TRUE,TRUE,Caller 5374,29-02-2016 13:50,03-03-2016 10:56,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 34,TRUE,code 6,Resolved by 24,07-03-2016 19:57,24-03-2016 18:40
INC0000794,Awaiting User Info,TRUE,TRUE,Caller 5374,29-02-2016 13:50,03-03-2016 11:04,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 34,TRUE,code 6,Resolved by 24,07-03-2016 19:57,24-03-2016 18:40
INC0000795,Resolved,TRUE,TRUE,Caller 5374,29-02-2016 13:50,07-03-2016 19:57,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 24,07-03-2016 19:57,24-03-2016 18:40
INC0000797,Closed,FALSE,FALSE,Caller 5374,29-02-2016 13:50,24-03-2016 18:40,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 24,07-03-2016 19:57,24-03-2016 18:40
INC0000798,Active,TRUE,TRUE,Caller 1403,29-02-2016 13:52,29-02-2016 13:52,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 15,03-03-2016 12:34,08-03-2016 13:00
INC0000801,Resolved,TRUE,TRUE,Caller 1403,29-02-2016 13:52,03-03-2016 12:34,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 15,03-03-2016 12:34,08-03-2016 13:00
INC0000802,Closed,FALSE,TRUE,Caller 1403,29-02-2016 13:52,08-03-2016 13:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 15,03-03-2016 12:34,08-03-2016 13:00
INC0000810,New,TRUE,TRUE,Caller 676,29-02-2016 13:55,29-02-2016 14:28,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 78,TRUE,code 6,Resolved by 71,02-03-2016 11:57,07-03-2016 12:00
INC0000811,Active,TRUE,TRUE,Caller 676,29-02-2016 13:55,02-03-2016 09:24,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 78,TRUE,code 6,Resolved by 71,02-03-2016 11:57,07-03-2016 12:00
INC0000812,Resolved,TRUE,TRUE,Caller 676,29-02-2016 13:55,02-03-2016 11:57,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 78,TRUE,code 6,Resolved by 71,02-03-2016 11:57,07-03-2016 12:00
INC0000814,Closed,FALSE,TRUE,Caller 676,29-02-2016 13:55,07-03-2016 12:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 78,TRUE,code 6,Resolved by 71,02-03-2016 11:57,07-03-2016 12:00
INC0000821,Active,TRUE,TRUE,Caller 3221,29-02-2016 13:56,29-02-2016 14:04,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 71,03-03-2016 16:07,08-03-2016 17:00
INC0000822,Resolved,TRUE,TRUE,Caller 3221,29-02-2016 13:56,03-03-2016 16:07,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 71,03-03-2016 16:07,08-03-2016 17:00
INC0000823,Closed,FALSE,TRUE,Caller 3221,29-02-2016 13:56,08-03-2016 17:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 71,03-03-2016 16:07,08-03-2016 17:00
INC0000826,New,TRUE,TRUE,Caller 1163,29-02-2016 14:04,29-02-2016 14:18,HR Services,Please change the manager details due to change in project,3 - Low,4 - Low,Resolver 236,TRUE,code 6,Resolved by 215,02-03-2016 09:57,07-03-2016 10:00
INC0000827,Active,TRUE,TRUE,Caller 1163,29-02-2016 14:04,29-02-2016 16:29,HR Services,Please change the manager details due to change in project,3 - Low,4 - Low,Resolver 127,TRUE,code 6,Resolved by 215,02-03-2016 09:57,07-03-2016 10:00
INC0000828,Resolved,TRUE,TRUE,Caller 1163,29-02-2016 14:04,02-03-2016 09:57,HR Services,Please change the manager details due to change in project,3 - Low,4 - Low,Resolver 236,TRUE,code 6,Resolved by 215,02-03-2016 09:57,07-03-2016 10:00
INC0000829,Closed,FALSE,TRUE,Caller 1163,29-02-2016 14:04,07-03-2016 10:00,HR Services,Please change the manager details due to change in project,3 - Low,4 - Low,Resolver 236,TRUE,code 6,Resolved by 215,02-03-2016 09:57,07-03-2016 10:00
INC0000830,New,TRUE,TRUE,Caller 781,29-02-2016 14:06,29-02-2016 14:14,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 57,TRUE,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000831,Awaiting Problem,TRUE,TRUE,Caller 781,29-02-2016 14:06,02-03-2016 15:31,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 57,TRUE,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000832,Resolved,TRUE,TRUE,Caller 781,29-02-2016 14:06,08-03-2016 11:30,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 57,TRUE,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000833,Active,TRUE,TRUE,Caller 781,29-02-2016 14:06,08-03-2016 14:14,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 57,TRUE,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000834,Awaiting User Info,TRUE,TRUE,Caller 781,29-02-2016 14:06,09-03-2016 09:25,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 57,TRUE,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000835,Closed,FALSE,FALSE,Caller 781,29-02-2016 14:06,24-03-2016 18:50,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 57,TRUE,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000847,Active,TRUE,TRUE,Caller 5051,29-02-2016 14:16,29-02-2016 14:16,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 175,TRUE,code 6,Resolved by 16,25-11-2016 08:07,30-11-2016 08:10
INC0000849,Awaiting User Info,TRUE,TRUE,Caller 5051,29-02-2016 14:16,29-02-2016 14:43,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 175,TRUE,code 6,Resolved by 16,25-11-2016 08:07,30-11-2016 08:10
INC0000850,Resolved,TRUE,TRUE,Caller 5051,29-02-2016 14:16,25-11-2016 08:07,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 18,FALSE,code 6,Resolved by 16,25-11-2016 08:07,30-11-2016 08:10
INC0000852,Closed,FALSE,FALSE,Caller 5051,29-02-2016 14:16,30-11-2016 08:10,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 18,FALSE,code 6,Resolved by 16,25-11-2016 08:07,30-11-2016 08:10
INC0000859,New,TRUE,TRUE,Caller 4598,29-02-2016 14:23,29-02-2016 14:36,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 31,TRUE,code 6,Resolved by 30,22-03-2016 12:57,27-03-2016 12:59
INC0000868,Active,TRUE,TRUE,Caller 3479,29-02-2016 14:23,29-02-2016 14:51,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 159,TRUE,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000872,Awaiting Problem,TRUE,TRUE,Caller 3479,29-02-2016 14:23,29-02-2016 14:56,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 159,TRUE,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000873,Awaiting User Info,TRUE,TRUE,Caller 3479,29-02-2016 14:23,29-02-2016 16:22,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 159,TRUE,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000875,Resolved,TRUE,TRUE,Caller 3479,29-02-2016 14:23,10-03-2016 17:47,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 159,TRUE,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000877,Closed,FALSE,FALSE,Caller 3479,29-02-2016 14:23,24-03-2016 18:50,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 159,TRUE,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000879,New,TRUE,TRUE,Caller 378,29-02-2016 14:25,29-02-2016 14:28,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,03-03-2016 15:09,08-03-2016 16:00
INC0000880,Awaiting User Info,TRUE,TRUE,Caller 378,29-02-2016 14:25,01-03-2016 16:36,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,03-03-2016 15:09,08-03-2016 16:00
INC0000885,Resolved,TRUE,TRUE,Caller 378,29-02-2016 14:25,03-03-2016 15:09,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,03-03-2016 15:09,08-03-2016 16:00
INC0000886,Closed,FALSE,TRUE,Caller 378,29-02-2016 14:25,08-03-2016 16:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,03-03-2016 15:09,08-03-2016 16:00
INC0000887,New,TRUE,TRUE,Caller 685,29-02-2016 14:28,29-02-2016 14:57,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 78,TRUE,code 6,Resolved by 71,04-03-2016 14:41,09-03-2016 15:00
INC0000888,Awaiting User Info,TRUE,TRUE,Caller 685,29-02-2016 14:28,29-02-2016 20:01,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 78,TRUE,code 6,Resolved by 71,04-03-2016 14:41,09-03-2016 15:00
INC0000890,Resolved,TRUE,TRUE,Caller 685,29-02-2016 14:28,04-03-2016 14:41,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 78,TRUE,code 6,Resolved by 71,04-03-2016 14:41,09-03-2016 15:00
INC0000892,Closed,FALSE,FALSE,Caller 685,29-02-2016 14:28,09-03-2016 15:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 78,TRUE,code 6,Resolved by 71,04-03-2016 14:41,09-03-2016 15:00
INC0000926,Resolved,TRUE,TRUE,Caller 3786,29-02-2016 14:45,29-02-2016 14:45,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 4,Resolved by 27,?,05-03-2016 15:00
INC0000927,Closed,FALSE,TRUE,Caller 3786,29-02-2016 14:45,05-03-2016 15:00,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 4,Resolved by 27,?,05-03-2016 15:00
INC0001025,Resolved,TRUE,TRUE,Caller 3056,29-02-2016 15:27,29-02-2016 15:27,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 2,Resolved by 169,?,05-03-2016 16:00
INC0001026,Closed,FALSE,TRUE,Caller 3056,29-02-2016 15:27,05-03-2016 16:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 2,Resolved by 169,?,05-03-2016 16:00
INC0001034,New,TRUE,TRUE,Caller 4214,29-02-2016 15:32,29-02-2016 15:38,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 242,TRUE,code 8,Resolved by 221,08-03-2016 08:52,24-03-2016 18:40
INC0001036,Resolved,TRUE,TRUE,Caller 4214,29-02-2016 15:32,08-03-2016 08:52,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 242,TRUE,code 8,Resolved by 221,08-03-2016 08:52,24-03-2016 18:40
INC0001037,Closed,FALSE,FALSE,Caller 4214,29-02-2016 15:32,24-03-2016 18:40,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 242,TRUE,code 8,Resolved by 221,08-03-2016 08:52,24-03-2016 18:40
INC0001057,Resolved,TRUE,TRUE,Caller 742,29-02-2016 15:38,09-03-2016 17:23,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 130,TRUE,code 8,Resolved by 117,09-03-2016 17:23,24-03-2016 18:40
INC0001058,Closed,FALSE,FALSE,Caller 742,29-02-2016 15:38,24-03-2016 18:40,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 130,TRUE,code 8,Resolved by 117,09-03-2016 17:23,24-03-2016 18:40
INC0001082,Active,TRUE,TRUE,Caller 2269,29-02-2016 15:54,29-02-2016 16:05,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 31,TRUE,code 3,Resolved by 30,04-03-2016 07:58,09-03-2016 08:00
INC0001083,Resolved,TRUE,TRUE,Caller 2269,29-02-2016 15:54,04-03-2016 07:58,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 31,TRUE,code 3,Resolved by 30,04-03-2016 07:58,09-03-2016 08:00
INC0001084,Closed,FALSE,TRUE,Caller 2269,29-02-2016 15:54,09-03-2016 08:00,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 31,TRUE,code 3,Resolved by 30,04-03-2016 07:58,09-03-2016 08:00
INC0001120,Active,TRUE,TRUE,Caller 1559,29-02-2016 16:31,29-02-2016 16:31,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0001121,Awaiting User Info,TRUE,TRUE,Caller 1559,29-02-2016 16:31,01-03-2016 15:49,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0001122,Resolved,TRUE,TRUE,Caller 1559,29-02-2016 16:31,28-03-2016 09:40,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 241,FALSE,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0001123,Closed,FALSE,FALSE,Caller 1559,29-02-2016 16:31,02-04-2016 09:59,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 241,FALSE,code 8,Resolved by 220,28-03-2016 09:40,02-04-2016 09:59
INC0001133,New,TRUE,TRUE,Caller 442,29-02-2016 16:51,29-02-2016 17:03,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 236,TRUE,code 1,Resolved by 215,02-03-2016 11:10,07-03-2016 12:00
INC0001134,Active,TRUE,TRUE,Caller 442,29-02-2016 16:51,02-03-2016 09:17,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 236,TRUE,code 1,Resolved by 215,02-03-2016 11:10,07-03-2016 12:00
INC0001135,Resolved,TRUE,TRUE,Caller 442,29-02-2016 16:51,02-03-2016 11:10,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 236,TRUE,code 1,Resolved by 215,02-03-2016 11:10,07-03-2016 12:00
INC0001136,Closed,FALSE,TRUE,Caller 442,29-02-2016 16:51,07-03-2016 12:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 236,TRUE,code 1,Resolved by 215,02-03-2016 11:10,07-03-2016 12:00
INC0001149,Active,TRUE,TRUE,Caller 1989,29-02-2016 17:11,29-02-2016 17:11,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 229,TRUE,code 6,Resolved by 15,12-03-2016 14:27,24-03-2016 18:50
INC0001150,Awaiting User Info,TRUE,TRUE,Caller 1989,29-02-2016 17:11,04-03-2016 16:17,Admin,Building access required,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 15,12-03-2016 14:27,24-03-2016 18:50
INC0001151,Resolved,TRUE,TRUE,Caller 1989,29-02-2016 17:11,12-03-2016 14:27,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 6,Resolved by 15,12-03-2016 14:27,24-03-2016 18:50
INC0001152,Closed,FALSE,FALSE,Caller 1989,29-02-2016 17:11,24-03-2016 18:50,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 6,Resolved by 15,12-03-2016 14:27,24-03-2016 18:50
INC0001156,Resolved,TRUE,TRUE,Caller 1297,29-02-2016 17:27,29-02-2016 17:27,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 169,?,05-03-2016 18:00
INC0001158,Closed,FALSE,TRUE,Caller 1297,29-02-2016 17:27,05-03-2016 18:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 169,?,05-03-2016 18:00
INC0001172,Active,TRUE,TRUE,Caller 1297,29-02-2016 17:48,29-02-2016 17:52,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 126,TRUE,code 6,Resolved by 227,07-03-2016 16:33,24-03-2016 18:40
INC0001173,Awaiting User Info,TRUE,TRUE,Caller 1297,29-02-2016 17:48,29-02-2016 18:56,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 126,TRUE,code 6,Resolved by 227,07-03-2016 16:33,24-03-2016 18:40
INC0001176,Resolved,TRUE,TRUE,Caller 1297,29-02-2016 17:48,07-03-2016 10:03,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 6,Resolved by 227,07-03-2016 16:33,24-03-2016 18:40
INC0001177,Closed,FALSE,FALSE,Caller 1297,29-02-2016 17:48,24-03-2016 18:40,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 6,Resolved by 227,07-03-2016 16:33,24-03-2016 18:40
INC0001183,New,TRUE,TRUE,Caller 1279,29-02-2016 18:35,29-02-2016 18:44,Internal IT,application installation,2 - Medium,3 - Moderate,Resolver 227,TRUE,code 6,Resolved by 206,17-03-2016 16:17,24-03-2016 18:59
INC0001184,Active,TRUE,TRUE,Caller 1279,29-02-2016 18:35,15-03-2016 08:43,Internal IT,application installation,2 - Medium,3 - Moderate,Resolver 227,TRUE,code 6,Resolved by 206,17-03-2016 16:17,24-03-2016 18:59
INC0001186,Awaiting User Info,TRUE,TRUE,Caller 1279,29-02-2016 18:35,15-03-2016 10:45,Internal IT,application installation,2 - Medium,3 - Moderate,Resolver 227,TRUE,code 6,Resolved by 206,17-03-2016 16:17,24-03-2016 18:59
INC0001188,Resolved,TRUE,TRUE,Caller 1279,29-02-2016 18:35,17-03-2016 16:17,Internal IT,application installation,2 - Medium,3 - Moderate,Resolver 227,TRUE,code 6,Resolved by 206,17-03-2016 16:17,24-03-2016 18:59
INC0001190,Closed,FALSE,FALSE,Caller 1279,29-02-2016 18:35,24-03-2016 18:59,Internal IT,application installation,2 - Medium,3 - Moderate,Resolver 227,TRUE,code 6,Resolved by 206,17-03-2016 16:17,24-03-2016 18:59
INC0001197,New,TRUE,TRUE,Caller 4197,29-02-2016 18:36,29-02-2016 18:44,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 5,Resolved by 113,23-03-2016 14:37,28-03-2016 14:59
INC0001198,Active,TRUE,TRUE,Caller 4197,29-02-2016 18:36,18-03-2016 12:47,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 5,Resolved by 113,23-03-2016 14:37,28-03-2016 14:59
INC0001199,Resolved,TRUE,TRUE,Caller 4197,29-02-2016 18:36,23-03-2016 14:37,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 5,Resolved by 113,23-03-2016 14:37,28-03-2016 14:59
INC0001201,Closed,FALSE,FALSE,Caller 4197,29-02-2016 18:36,28-03-2016 14:59,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 5,Resolved by 113,23-03-2016 14:37,28-03-2016 14:59
INC0001202,New,TRUE,TRUE,Caller 203,29-02-2016 19:41,29-02-2016 19:52,Internal IT,Infrastructure support on application,2 - Medium,3 - Moderate,,TRUE,code 7,Resolved by 134,02-03-2016 22:13,07-03-2016 23:00
INC0001209,Resolved,TRUE,TRUE,Caller 203,29-02-2016 19:41,02-03-2016 22:13,Internal IT,Infrastructure support on application,2 - Medium,3 - Moderate,,TRUE,code 7,Resolved by 134,02-03-2016 22:13,07-03-2016 23:00
INC0001210,Closed,FALSE,TRUE,Caller 203,29-02-2016 19:41,07-03-2016 23:00,Internal IT,Infrastructure support on application,2 - Medium,3 - Moderate,,TRUE,code 7,Resolved by 134,02-03-2016 22:13,07-03-2016 23:00
INC0001219,New,TRUE,TRUE,Caller 2201,29-02-2016 21:00,29-02-2016 21:10,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 1,Resolved by 114,29-02-2016 21:55,05-03-2016 22:00
INC0001220,Resolved,TRUE,TRUE,Caller 2201,29-02-2016 21:00,29-02-2016 21:55,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 1,Resolved by 114,29-02-2016 21:55,05-03-2016 22:00
INC0001221,Closed,FALSE,TRUE,Caller 2201,29-02-2016 21:00,05-03-2016 22:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 1,Resolved by 114,29-02-2016 21:55,05-03-2016 22:00
INC0001228,New,TRUE,TRUE,Caller 2201,29-02-2016 21:54,29-02-2016 21:57,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 5,Resolved by 149,01-03-2016 21:04,06-03-2016 22:00
INC0001229,Resolved,TRUE,TRUE,Caller 2201,29-02-2016 21:54,01-03-2016 21:04,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 5,Resolved by 149,01-03-2016 21:04,06-03-2016 22:00
INC0001230,Closed,FALSE,TRUE,Caller 2201,29-02-2016 21:54,06-03-2016 22:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 5,Resolved by 149,01-03-2016 21:04,06-03-2016 22:00
INC0001235,New,TRUE,TRUE,Caller 4924,29-02-2016 23:36,29-02-2016 23:36,Admin,Building access required,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 13,29-02-2016 23:56,06-03-2016 00:00
INC0001236,Resolved,TRUE,TRUE,Caller 4924,29-02-2016 23:36,29-02-2016 23:56,Admin,Building access required,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 13,29-02-2016 23:56,06-03-2016 00:00
INC0001237,Closed,FALSE,TRUE,Caller 4924,29-02-2016 23:36,06-03-2016 00:00,Admin,Building access required,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 13,29-02-2016 23:56,06-03-2016 00:00
INC0001238,New,TRUE,TRUE,Caller 841,29-02-2016 23:53,29-02-2016 23:53,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 1,Resolved by 133,18-03-2016 13:48,24-03-2016 18:59
INC0001239,Active,TRUE,TRUE,Caller 841,29-02-2016 23:53,10-03-2016 22:09,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 1,Resolved by 133,18-03-2016 13:48,24-03-2016 18:59
INC0001241,Awaiting User Info,TRUE,TRUE,Caller 841,29-02-2016 23:53,12-03-2016 00:49,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 1,Resolved by 133,18-03-2016 13:48,24-03-2016 18:59
INC0001242,Resolved,TRUE,TRUE,Caller 841,29-02-2016 23:53,18-03-2016 13:48,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 149,TRUE,code 1,Resolved by 133,18-03-2016 13:48,24-03-2016 18:59
INC0001244,Closed,FALSE,FALSE,Caller 841,29-02-2016 23:53,24-03-2016 18:59,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 149,TRUE,code 1,Resolved by 133,18-03-2016 13:48,24-03-2016 18:59
INC0001257,New,TRUE,TRUE,Caller 93,01-03-2016 01:36,01-03-2016 01:42,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 3,Resolved by 227,01-03-2016 09:11,06-03-2016 10:00
INC0001258,Active,TRUE,TRUE,Caller 93,01-03-2016 01:36,01-03-2016 09:03,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 3,Resolved by 227,01-03-2016 09:11,06-03-2016 10:00
INC0001259,Resolved,TRUE,TRUE,Caller 93,01-03-2016 01:36,01-03-2016 09:11,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 3,Resolved by 227,01-03-2016 09:11,06-03-2016 10:00
INC0001261,Closed,FALSE,TRUE,Caller 93,01-03-2016 01:36,06-03-2016 10:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 3,Resolved by 227,01-03-2016 09:11,06-03-2016 10:00
INC0001282,Active,TRUE,TRUE,Caller 4508,01-03-2016 03:57,01-03-2016 03:57,Admin,Building access required,2 - Medium,3 - Moderate,?,TRUE,code 2,Resolved by 189,01-03-2016 04:17,06-03-2016 05:00
INC0001283,Resolved,TRUE,TRUE,Caller 4508,01-03-2016 03:57,01-03-2016 04:17,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 208,TRUE,code 2,Resolved by 189,01-03-2016 04:17,06-03-2016 05:00
